date,date,date.1,symbol,date.1.1,open,high,low,close,volume,interest,Returns,Log Returns
1976-09-10,1976-09-10,1976-09-10,GFY00,1976-09-10,37.56,37.56,37.56,37.56,0.0,0.0,,
1976-09-17,1976-09-17,1976-09-17,GFY00,1976-09-17,35.95,35.95,35.95,35.95,0.0,0.0,-0.0428647497338,-0.043810570173
1976-09-24,1976-09-24,1976-09-24,GFY00,1976-09-24,34.8,34.8,34.8,34.8,0.0,0.0,-0.0319888734353,-0.0325116973866
1976-10-01,1976-10-01,1976-10-01,GFY00,1976-10-01,34.25,34.25,34.25,34.25,0.0,0.0,-0.0158045977011,-0.0159308220722
1976-10-08,1976-10-08,1976-10-08,GFY00,1976-10-08,34.3,34.3,34.3,34.3,0.0,0.0,0.0014598540146,0.00145878946366
1976-10-15,1976-10-15,1976-10-15,GFY00,1976-10-15,35.98,35.98,35.98,35.98,0.0,0.0,0.0489795918367,0.0478178743505
1976-10-22,1976-10-22,1976-10-22,GFY00,1976-10-22,36.05,36.05,36.05,36.05,0.0,0.0,0.00194552529183,0.00194363520857
1976-10-29,1976-10-29,1976-10-29,GFY00,1976-10-29,35.8,35.8,35.8,35.8,0.0,0.0,-0.00693481276006,-0.0069589703243
1976-11-05,1976-11-05,1976-11-05,GFY00,1976-11-05,35.58,35.58,35.58,35.58,0.0,0.0,-0.00614525139665,-0.00616421116897
1976-11-12,1976-11-12,1976-11-12,GFY00,1976-11-12,35.22,35.22,35.22,35.22,0.0,0.0,-0.0101180438449,-0.0101695791696
1976-11-19,1976-11-19,1976-11-19,GFY00,1976-11-19,34.5,34.5,34.5,34.5,0.0,0.0,-0.0204429301533,-0.0206547790307
1976-11-26,1976-11-26,1976-11-26,GFY00,1976-11-26,34.5,34.5,34.5,34.5,0.0,0.0,0.0,0.0
1976-12-03,1976-12-03,1976-12-03,GFY00,1976-12-03,35.95,35.95,35.95,35.95,0.0,0.0,0.0420289855072,0.0411697601297
1976-12-10,1976-12-10,1976-12-10,GFY00,1976-12-10,36.5,36.5,36.5,36.5,0.0,0.0,0.0152990264256,0.0151831764214
1976-12-17,1976-12-17,1976-12-17,GFY00,1976-12-17,36.35,36.35,36.35,36.35,0.0,0.0,-0.0041095890411,-0.00411805660892
1976-12-23,1976-12-23,1976-12-23,GFY00,1976-12-23,35.75,35.75,35.75,35.75,0.0,0.0,-0.0165061898212,-0.0166439348395
1976-12-31,1976-12-31,1976-12-31,GFY00,1976-12-31,35.75,35.75,35.75,35.75,0.0,0.0,0.0,0.0
1977-01-07,1977-01-07,1977-01-07,GFY00,1977-01-07,35.75,35.75,35.75,35.75,0.0,0.0,0.0,0.0
1977-01-14,1977-01-14,1977-01-14,GFY00,1977-01-14,35.75,35.75,35.75,35.75,0.0,0.0,0.0,0.0
