date,date,date.1,symbol,date.1.1,open,high,low,close,volume,interest,Returns,Log Returns
1977-11-02,1977-11-02,1977-11-02,ZWY00,1977-11-02,248.75,248.75,248.75,248.75,0.0,0.0,,
1977-11-03,1977-11-03,1977-11-03,ZWY00,1977-11-03,247.25,247.25,247.25,247.25,0.0,0.0,-0.00603015075377,-0.00604840553588
1977-11-04,1977-11-04,1977-11-04,ZWY00,1977-11-04,250.75,250.75,250.75,250.75,0.0,0.0,0.0141557128413,0.0140564563392
1977-11-07,1977-11-07,1977-11-07,ZWY00,1977-11-07,253.0,253.0,253.0,253.0,0.0,0.0,0.00897308075773,0.00893306188548
1977-11-08,1977-11-08,1977-11-08,ZWY00,1977-11-08,251.25,251.25,251.25,251.25,0.0,0.0,-0.00691699604743,-0.00694102935423
1977-11-09,1977-11-09,1977-11-09,ZWY00,1977-11-09,252.0,252.0,252.0,252.0,0.0,0.0,0.00298507462687,0.00298062813814
1977-11-10,1977-11-10,1977-11-10,ZWY00,1977-11-10,256.25,256.25,256.25,256.25,0.0,0.0,0.0168650793651,0.0167244429412
1977-11-11,1977-11-11,1977-11-11,ZWY00,1977-11-11,257.5,257.5,257.5,257.5,0.0,0.0,0.00487804878049,0.00486618965117
1977-11-14,1977-11-14,1977-11-14,ZWY00,1977-11-14,260.75,260.75,260.75,260.75,0.0,0.0,0.0126213592233,0.0125423737771
1977-11-15,1977-11-15,1977-11-15,ZWY00,1977-11-15,267.0,267.0,267.0,267.0,0.0,0.0,0.0239693192713,0.0236865645194
1977-11-16,1977-11-16,1977-11-16,ZWY00,1977-11-16,270.25,270.25,270.25,270.25,0.0,0.0,0.0121722846442,0.0120987981191
1977-11-17,1977-11-17,1977-11-17,ZWY00,1977-11-17,265.5,265.5,265.5,265.5,0.0,0.0,-0.0175763182239,-0.0177326158373
1977-11-18,1977-11-18,1977-11-18,ZWY00,1977-11-18,269.0,269.0,269.0,269.0,0.0,0.0,0.0131826741996,0.0130965389198
1977-11-21,1977-11-21,1977-11-21,ZWY00,1977-11-21,265.0,265.0,265.0,265.0,0.0,0.0,-0.0148698884758,-0.0149815536156
1977-11-22,1977-11-22,1977-11-22,ZWY00,1977-11-22,262.0,262.0,262.0,262.0,0.0,0.0,-0.011320754717,-0.0113853222251
1977-11-23,1977-11-23,1977-11-23,ZWY00,1977-11-23,260.75,260.75,260.75,260.75,0.0,0.0,-0.00477099236641,-0.00478240988021
1977-11-25,1977-11-25,1977-11-25,ZWY00,1977-11-25,264.0,264.0,264.0,264.0,0.0,0.0,0.0124640460211,0.0123870092654
1977-11-28,1977-11-28,1977-11-28,ZWY00,1977-11-28,258.5,258.5,258.5,258.5,0.0,0.0,-0.0208333333333,-0.0210534091978
1977-11-29,1977-11-29,1977-11-29,ZWY00,1977-11-29,265.0,265.0,265.0,265.0,0.0,0.0,0.0251450676983,0.0248341320377
1977-11-30,1977-11-30,1977-11-30,ZWY00,1977-11-30,266.75,266.75,266.75,266.75,0.0,0.0,0.00660377358491,0.00658206419564
