date,date,date.1,symbol,date.1.1,open,high,low,close,volume,interest,Returns,Log Returns
1998-01-06,1998-01-06,1998-01-06,ZKY00,1998-01-06,1.247,1.247,1.247,1.247,0.0,0.0,,
1998-01-07,1998-01-07,1998-01-07,ZKY00,1998-01-07,1.245,1.245,1.245,1.245,0.0,0.0,-0.00160384923817,-0.00160513678123
1998-01-08,1998-01-08,1998-01-08,ZKY00,1998-01-08,1.246,1.246,1.246,1.246,0.0,0.0,0.000803212851405,0.00080289044859
1998-01-09,1998-01-09,1998-01-09,ZKY00,1998-01-09,1.245,1.245,1.245,1.245,0.0,0.0,-0.000802568218298,-0.00080289044859
1998-01-12,1998-01-12,1998-01-12,ZKY00,1998-01-12,1.245,1.245,1.245,1.245,0.0,0.0,0.0,0.0
1998-01-13,1998-01-13,1998-01-13,ZKY00,1998-01-13,1.245,1.245,1.245,1.245,0.0,0.0,0.0,0.0
1998-01-14,1998-01-14,1998-01-14,ZKY00,1998-01-14,1.244,1.244,1.244,1.244,0.0,0.0,-0.000803212851406,-0.000803535599683
1998-01-15,1998-01-15,1998-01-15,ZKY00,1998-01-15,1.244,1.244,1.244,1.244,0.0,0.0,0.0,0.0
1998-01-16,1998-01-16,1998-01-16,ZKY00,1998-01-16,1.243,1.243,1.243,1.243,0.0,0.0,-0.0008038585209,-0.000804181788414
1998-01-20,1998-01-20,1998-01-20,ZKY00,1998-01-20,1.244,1.244,1.244,1.244,0.0,0.0,0.000804505229284,0.000804181788414
1998-01-21,1998-01-21,1998-01-21,ZKY00,1998-01-21,1.244,1.244,1.244,1.244,0.0,0.0,0.0,0.0
1998-01-22,1998-01-22,1998-01-22,ZKY00,1998-01-22,1.243,1.243,1.243,1.243,0.0,0.0,-0.0008038585209,-0.000804181788414
1998-01-23,1998-01-23,1998-01-23,ZKY00,1998-01-23,1.242,1.242,1.242,1.242,0.0,0.0,-0.000804505229284,-0.000804829017287
1998-01-26,1998-01-26,1998-01-26,ZKY00,1998-01-26,1.241,1.241,1.241,1.241,0.0,0.0,-0.000805152979066,-0.000805477288817
1998-01-27,1998-01-27,1998-01-27,ZKY00,1998-01-27,1.231,1.231,1.231,1.231,0.0,0.0,-0.00805801772764,-0.00809065902015
1998-01-28,1998-01-28,1998-01-28,ZKY00,1998-01-28,1.234,1.234,1.234,1.234,0.0,0.0,0.00243704305443,0.00243407828088
1998-01-29,1998-01-29,1998-01-29,ZKY00,1998-01-29,1.234,1.234,1.234,1.234,0.0,0.0,0.0,0.0
1998-01-30,1998-01-30,1998-01-30,ZKY00,1998-01-30,1.231,1.231,1.231,1.231,0.0,0.0,-0.00243111831442,-0.00243407828088
1998-02-02,1998-02-02,1998-02-02,ZKY00,1998-02-02,1.23,1.23,1.23,1.23,0.0,0.0,-0.000812347684809,-0.00081267781799
1998-02-03,1998-02-03,1998-02-03,ZKY00,1998-02-03,1.228,1.228,1.228,1.228,0.0,0.0,-0.00162601626016,-0.00162733965938
1998-02-04,1998-02-04,1998-02-04,ZKY00,1998-02-04,1.239,1.239,1.239,1.239,0.0,0.0,0.00895765472313,0.00891777292205
1998-02-05,1998-02-05,1998-02-05,ZKY00,1998-02-05,1.226,1.226,1.226,1.226,0.0,0.0,-0.0104923325262,-0.010547765133
1998-02-06,1998-02-06,1998-02-06,ZKY00,1998-02-06,1.227,1.227,1.227,1.227,0.0,0.0,0.000815660685155,0.000815328214755
1998-02-09,1998-02-09,1998-02-09,ZKY00,1998-02-09,1.222,1.222,1.222,1.222,0.0,0.0,-0.0040749796251,-0.00408330497937
1998-02-10,1998-02-10,1998-02-10,ZKY00,1998-02-10,1.217,1.217,1.217,1.217,0.0,0.0,-0.00409165302782,-0.00410004674401
1998-02-11,1998-02-11,1998-02-11,ZKY00,1998-02-11,1.22,1.22,1.22,1.22,0.0,0.0,0.00246507806081,0.00246204473977
1998-02-12,1998-02-12,1998-02-12,ZKY00,1998-02-12,1.22,1.22,1.22,1.22,0.0,0.0,0.0,0.0
1998-02-13,1998-02-13,1998-02-13,ZKY00,1998-02-13,1.215,1.215,1.215,1.215,0.0,0.0,-0.00409836065574,-0.00410678195265
1998-02-17,1998-02-17,1998-02-17,ZKY00,1998-02-17,1.215,1.215,1.215,1.215,0.0,0.0,0.0,0.0
1998-02-18,1998-02-18,1998-02-18,ZKY00,1998-02-18,1.201,1.201,1.201,1.201,0.0,0.0,-0.0115226337449,-0.0115895336947
1998-02-19,1998-02-19,1998-02-19,ZKY00,1998-02-19,1.2,1.2,1.2,1.2,0.0,0.0,-0.000832639467111,-0.000832986303892
1998-02-20,1998-02-20,1998-02-20,ZKY00,1998-02-20,1.191,1.191,1.191,1.191,0.0,0.0,-0.0075,-0.00752826642079
1998-02-23,1998-02-23,1998-02-23,ZKY00,1998-02-23,1.198,1.198,1.198,1.198,0.0,0.0,0.00587741393787,0.00586020932009
1998-02-24,1998-02-24,1998-02-24,ZKY00,1998-02-24,1.195,1.195,1.195,1.195,0.0,0.0,-0.0025041736227,-0.00250731430978
1998-02-25,1998-02-25,1998-02-25,ZKY00,1998-02-25,1.194,1.194,1.194,1.194,0.0,0.0,-0.000836820083682,-0.000837170413064
1998-02-26,1998-02-26,1998-02-26,ZKY00,1998-02-26,1.192,1.192,1.192,1.192,0.0,0.0,-0.00167504187605,-0.00167644632725
1998-02-27,1998-02-27,1998-02-27,ZKY00,1998-02-27,1.192,1.192,1.192,1.192,0.0,0.0,0.0,0.0
1998-03-02,1998-03-02,1998-03-02,ZKY00,1998-03-02,1.192,1.192,1.192,1.192,0.0,0.0,0.0,0.0
1998-03-03,1998-03-03,1998-03-03,ZKY00,1998-03-03,1.194,1.194,1.194,1.194,0.0,0.0,0.00167785234899,0.00167644632725
1998-03-04,1998-03-04,1998-03-04,ZKY00,1998-03-04,1.178,1.178,1.178,1.178,0.0,0.0,-0.0134003350084,-0.013490929741
1998-03-05,1998-03-05,1998-03-05,ZKY00,1998-03-05,1.178,1.178,1.178,1.178,0.0,0.0,0.0,0.0
1998-03-06,1998-03-06,1998-03-06,ZKY00,1998-03-06,1.173,1.173,1.173,1.173,0.0,0.0,-0.00424448217317,-0.00425351555806
1998-03-09,1998-03-09,1998-03-09,ZKY00,1998-03-09,1.166,1.166,1.166,1.166,0.0,0.0,-0.00596760443308,-0.00598548174304
1998-03-10,1998-03-10,1998-03-10,ZKY00,1998-03-10,1.164,1.164,1.164,1.164,0.0,0.0,-0.00171526586621,-0.00171673861905
1998-03-11,1998-03-11,1998-03-11,ZKY00,1998-03-11,1.162,1.162,1.162,1.162,0.0,0.0,-0.00171821305842,-0.00171969087953
1998-03-12,1998-03-12,1998-03-12,ZKY00,1998-03-12,1.156,1.156,1.156,1.156,0.0,0.0,-0.00516351118761,-0.00517688817953
1998-03-13,1998-03-13,1998-03-13,ZKY00,1998-03-13,1.153,1.153,1.153,1.153,0.0,0.0,-0.00259515570934,-0.00259852896326
1998-03-16,1998-03-16,1998-03-16,ZKY00,1998-03-16,1.138,1.138,1.138,1.138,0.0,0.0,-0.0130095403296,-0.0130949055828
1998-03-17,1998-03-17,1998-03-17,ZKY00,1998-03-17,1.138,1.138,1.138,1.138,0.0,0.0,0.0,0.0
1998-03-18,1998-03-18,1998-03-18,ZKY00,1998-03-18,1.134,1.134,1.134,1.134,0.0,0.0,-0.00351493848858,-0.00352113039858
1998-03-19,1998-03-19,1998-03-19,ZKY00,1998-03-19,1.109,1.109,1.109,1.109,0.0,0.0,-0.0220458553792,-0.0222924969373
1998-03-20,1998-03-20,1998-03-20,ZKY00,1998-03-20,1.109,1.109,1.109,1.109,0.0,0.0,0.0,0.0
1998-03-23,1998-03-23,1998-03-23,ZKY00,1998-03-23,1.127,1.127,1.127,1.127,0.0,0.0,0.0162308385933,0.0161005266894
1998-03-24,1998-03-24,1998-03-24,ZKY00,1998-03-24,1.128,1.128,1.128,1.128,0.0,0.0,0.000887311446317,0.000886918018228
1998-03-25,1998-03-25,1998-03-25,ZKY00,1998-03-25,1.122,1.122,1.122,1.122,0.0,0.0,-0.00531914893617,-0.00533334597536
1998-03-26,1998-03-26,1998-03-26,ZKY00,1998-03-26,1.118,1.118,1.118,1.118,0.0,0.0,-0.00356506238859,-0.0035714323676
1998-03-27,1998-03-27,1998-03-27,ZKY00,1998-03-27,1.112,1.112,1.112,1.112,0.0,0.0,-0.00536672629696,-0.00538117890452
1998-03-30,1998-03-30,1998-03-30,ZKY00,1998-03-30,1.112,1.112,1.112,1.112,0.0,0.0,0.0,0.0
1998-03-31,1998-03-31,1998-03-31,ZKY00,1998-03-31,1.112,1.112,1.112,1.112,0.0,0.0,0.0,0.0
1998-04-01,1998-04-01,1998-04-01,ZKY00,1998-04-01,1.105,1.105,1.105,1.105,0.0,0.0,-0.00629496402878,-0.00631486085867
1998-04-02,1998-04-02,1998-04-02,ZKY00,1998-04-02,1.102,1.102,1.102,1.102,0.0,0.0,-0.0027149321267,-0.00271862423899
1998-04-03,1998-04-03,1998-04-03,ZKY00,1998-04-03,1.101,1.101,1.101,1.101,0.0,0.0,-0.000907441016334,-0.00090785299018
1998-04-06,1998-04-06,1998-04-06,ZKY00,1998-04-06,1.1,1.1,1.1,1.1,0.0,0.0,-0.000908265213442,-0.000908677936218
1998-04-07,1998-04-07,1998-04-07,ZKY00,1998-04-07,1.098,1.098,1.098,1.098,0.0,0.0,-0.00181818181818,-0.00181983671699
1998-04-08,1998-04-08,1998-04-08,ZKY00,1998-04-08,1.083,1.083,1.083,1.083,0.0,0.0,-0.0136612021858,-0.0137553750685
1998-04-09,1998-04-09,1998-04-09,ZKY00,1998-04-09,1.091,1.091,1.091,1.091,0.0,0.0,0.00738688827331,0.00735973883208
1998-04-13,1998-04-13,1998-04-13,ZKY00,1998-04-13,1.085,1.085,1.085,1.085,0.0,0.0,-0.00549954170486,-0.00551471985851
1998-04-14,1998-04-14,1998-04-14,ZKY00,1998-04-14,1.086,1.086,1.086,1.086,0.0,0.0,0.000921658986175,0.000921234519321
1998-04-15,1998-04-15,1998-04-15,ZKY00,1998-04-15,1.08,1.08,1.08,1.08,0.0,0.0,-0.00552486187845,-0.00554018037562
1998-04-16,1998-04-16,1998-04-16,ZKY00,1998-04-16,1.082,1.082,1.082,1.082,0.0,0.0,0.00185185185185,0.00185013928816
1998-04-17,1998-04-17,1998-04-17,ZKY00,1998-04-17,1.079,1.079,1.079,1.079,0.0,0.0,-0.00277264325323,-0.00277649414829
1998-04-20,1998-04-20,1998-04-20,ZKY00,1998-04-20,1.079,1.079,1.079,1.079,0.0,0.0,0.0,0.0
